status,loan_amnt,term,annual_inc,dti,payment_inc_ratio,revol_bal,revol_util,purpose,home_ownership,delinq_2yrs_zero,pub_rec_zero,open_acc,grade,outcome,emp_length,purpose_,home_,emp_len_
Fully Paid,12000,36 months,60000,10.84,7.8176,11849.0,48.8,credit_card,RENT,1,1,12,5.4,paid off,6,credit_card,RENT, > 1 Year
Fully Paid,28000,60 months,140000,12.07,6.03977,2686.0,13.4,home_improvement,MORTGAGE,1,1,13,3.8,paid off,6,home_improvement,MORTGAGE, > 1 Year
Fully Paid,14000,36 months,66000,11.15,7.81564,12095.0,35.4,debt_consolidation,RENT,1,1,7,6.4,paid off,11,debt_consolidation,RENT, > 1 Year
Charged Off,12000,36 months,70000,8.4,7.05789,11546.0,86.2,other,MORTGAGE,1,1,7,4.4,default,9,other,MORTGAGE, > 1 Year
Fully Paid,25000,36 months,100000,6.88,9.9228,21128.0,89.1,debt_consolidation,MORTGAGE,1,1,8,5.6,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,9000,36 months,50000,17.81,7.24584,12752.0,55.4,debt_consolidation,RENT,1,1,13,6.0,paid off,6,debt_consolidation,RENT, > 1 Year
Fully Paid,13250,36 months,35000,24.93,14.7977,13392.0,58.7,debt_consolidation,RENT,1,1,11,5.4,paid off,5,debt_consolidation,RENT, > 1 Year
Fully Paid,20000,36 months,75000,22.38,10.8578,19548.0,90.8,debt_consolidation,RENT,1,1,7,4.2,paid off,7,debt_consolidation,RENT, > 1 Year
Fully Paid,3000,36 months,71000,21.84,1.74913,15072.0,88.7,medical,RENT,1,1,4,4.6,paid off,6,medical,RENT, > 1 Year
Fully Paid,7350,36 months,48000,11.93,5.9855,15587.0,77.5,debt_consolidation,MORTGAGE,1,1,5,5.4,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,11500,36 months,36000,21.1,13.3393,8969.0,76.7,debt_consolidation,RENT,1,1,7,4.8,paid off,6,debt_consolidation,RENT, > 1 Year
Charged Off,13650,36 months,86000,12.29,6.36447,16140.0,73.4,debt_consolidation,MORTGAGE,1,1,12,5.8,default,11,debt_consolidation,MORTGAGE, > 1 Year
Charged Off,10500,36 months,30000,15.0,14.8264,5379.0,55.5,debt_consolidation,RENT,1,1,7,3.2,default,4,debt_consolidation,RENT, > 1 Year
Fully Paid,12000,36 months,60000,15.5,7.734,12168.0,85.7,debt_consolidation,RENT,1,1,7,5.2,paid off,3,debt_consolidation,RENT, > 1 Year
Fully Paid,6000,36 months,34000,14.51,6.72424,13683.0,64.8,credit_card,RENT,1,1,9,7.0,paid off,4,credit_card,RENT, > 1 Year
Fully Paid,11500,36 months,44200,21.69,10.8646,13147.0,90.0,credit_card,MORTGAGE,1,1,9,4.8,paid off,11,credit_card,MORTGAGE, > 1 Year
Fully Paid,7000,36 months,82000,12.0,3.42307,25334.0,71.6,debt_consolidation,MORTGAGE,1,1,6,5.8,paid off,8,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,2000,36 months,41000,17.74,2.03707,18115.0,96.4,moving,RENT,1,1,7,4.8,paid off,3,other,RENT, > 1 Year
Fully Paid,11625,36 months,36000,19.33,13.1483,19979.0,84.7,credit_card,MORTGAGE,1,1,17,4.2,paid off,1,credit_card,MORTGAGE, > 1 Year
Charged Off,15075,36 months,35000,20.16,17.7329,10570.0,89.6,debt_consolidation,RENT,1,1,7,4.4,default,11,debt_consolidation,RENT, > 1 Year
Fully Paid,5300,36 months,30000,24.88,7.3772,7855.0,82.7,credit_card,RENT,1,1,11,4.8,paid off,2,credit_card,RENT, > 1 Year
Fully Paid,8200,36 months,40000,11.1,7.5531,2573.0,25.5,home_improvement,RENT,1,1,7,6.4,paid off,1,home_improvement,RENT, > 1 Year
Fully Paid,12000,36 months,105000,13.98,4.58274,11243.0,75.0,credit_card,MORTGAGE,1,1,10,5.8,paid off,10,credit_card,MORTGAGE, > 1 Year
Fully Paid,8650,36 months,45000,7.6,7.91413,6602.0,58.9,credit_card,MORTGAGE,1,1,14,4.4,paid off,5,credit_card,MORTGAGE, > 1 Year
Fully Paid,12000,36 months,83000,11.81,5.79745,16550.0,51.1,debt_consolidation,RENT,1,1,14,5.8,paid off,3,debt_consolidation,RENT, > 1 Year
Charged Off,9500,36 months,52500,23.54,7.28411,23729.0,75.3,moving,MORTGAGE,1,1,14,6.0,default,1,other,MORTGAGE, > 1 Year
Fully Paid,7400,36 months,25000,8.45,12.0523,5199.0,92.8,debt_consolidation,OWN,1,1,5,4.2,paid off,1,debt_consolidation,OWN, > 1 Year
Fully Paid,14400,36 months,60000,16.92,9.772,23317.0,65.0,debt_consolidation,MORTGAGE,1,1,15,4.2,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,24250,60 months,120000,12.96,5.1976,31992.0,99.0,debt_consolidation,MORTGAGE,1,1,7,0.8,paid off,8,debt_consolidation,MORTGAGE, > 1 Year
Charged Off,26000,60 months,53000,11.77,14.5576,7560.0,72.7,home_improvement,MORTGAGE,1,1,5,3.4,default,11,home_improvement,MORTGAGE, > 1 Year
Charged Off,7000,60 months,69600,26.22,2.66707,45449.0,90.9,credit_card,MORTGAGE,1,1,10,5.6,default,7,credit_card,MORTGAGE, > 1 Year
Fully Paid,4000,36 months,65000,18.17,2.29754,10032.0,50.7,major_purchase,RENT,1,1,10,6.6,paid off,1,major_purchase,RENT, > 1 Year
Fully Paid,1500,36 months,144000,8.23,0.447417,14186.0,97.8,debt_consolidation,MORTGAGE,0,1,6,3.6,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,19600,36 months,75000,11.62,10.479,20355.0,50.1,credit_card,RENT,1,1,8,5.8,paid off,3,credit_card,RENT, > 1 Year
Fully Paid,2500,36 months,29000,18.7,3.42166,2668.0,66.7,debt_consolidation,MORTGAGE,1,1,5,5.6,paid off,8,debt_consolidation,MORTGAGE, > 1 Year
Charged Off,10000,36 months,70000,2.69,5.75057,6035.0,70.2,credit_card,RENT,1,1,5,6.0,default,3,credit_card,RENT, > 1 Year
Fully Paid,10000,36 months,45000,26.85,8.18773,10133.0,70.4,credit_card,RENT,1,1,15,6.4,paid off,6,credit_card,RENT, > 1 Year
Fully Paid,4225,36 months,55200,17.61,3.06913,4055.0,73.7,other,MORTGAGE,1,1,6,5.8,paid off,6,other,MORTGAGE, > 1 Year
Fully Paid,3500,36 months,61440,6.46,2.13906,15472.0,55.5,vacation,MORTGAGE,0,1,6,6.8,paid off,8,other,MORTGAGE, > 1 Year
Fully Paid,12000,36 months,56000,13.65,7.89536,9873.0,80.3,debt_consolidation,MORTGAGE,1,1,7,6.4,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,16500,36 months,47000,9.06,13.3769,13917.0,38.8,debt_consolidation,RENT,1,1,6,7.0,paid off,1,debt_consolidation,RENT, > 1 Year
Fully Paid,22000,60 months,55000,15.62,13.1673,20154.0,79.4,debt_consolidation,RENT,1,1,9,1.6,paid off,1,debt_consolidation,RENT, > 1 Year
Fully Paid,12000,36 months,71000,14.87,6.99617,17972.0,71.0,credit_card,RENT,1,1,15,4.6,paid off,2,credit_card,RENT, > 1 Year
Fully Paid,10800,36 months,135000,12.12,3.20791,18467.0,74.5,credit_card,RENT,1,1,14,5.8,paid off,9,credit_card,RENT, > 1 Year
Fully Paid,14000,36 months,63000,7.35,8.91086,17212.0,97.8,credit_card,MORTGAGE,1,1,5,5.8,paid off,11,credit_card,MORTGAGE, > 1 Year
Fully Paid,6000,36 months,50000,15.58,4.88616,7361.0,83.6,debt_consolidation,MORTGAGE,1,1,8,4.2,paid off,6,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,12000,36 months,80000,14.83,5.8005,17536.0,67.7,debt_consolidation,RENT,1,1,11,5.2,paid off,6,debt_consolidation,RENT, > 1 Year
Fully Paid,10000,36 months,45000,10.45,8.91093,10177.0,51.6,debt_consolidation,RENT,1,1,14,5.8,paid off,5,debt_consolidation,RENT, > 1 Year
Fully Paid,8000,36 months,78000,6.09,3.85123,15988.0,55.9,vacation,RENT,1,1,16,6.8,paid off,3,other,RENT, > 1 Year
Fully Paid,14125,36 months,33000,23.13,16.552,19472.0,66.0,debt_consolidation,RENT,1,1,12,5.2,paid off,2,debt_consolidation,RENT, > 1 Year
Fully Paid,14000,36 months,62800,19.24,8.97382,13579.0,64.5,debt_consolidation,RENT,1,1,10,6.0,paid off,6,debt_consolidation,RENT, > 1 Year
Fully Paid,13200,60 months,26400,9.64,10.1982,7411.0,50.1,small_business,RENT,1,1,8,3.6,paid off,4,small_business,RENT, > 1 Year
Fully Paid,4000,36 months,80000,20.59,2.20035,6654.0,22.6,vacation,MORTGAGE,0,1,30,2.4,paid off,11,other,MORTGAGE, > 1 Year
Charged Off,4000,36 months,25000,6.86,6.44064,8546.0,79.7,debt_consolidation,RENT,1,1,5,6.0,default,3,debt_consolidation,RENT, > 1 Year
Fully Paid,10500,36 months,65000,10.36,5.89994,10729.0,18.7,debt_consolidation,MORTGAGE,1,1,8,6.2,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,5500,36 months,59000,6.65,3.50034,9130.0,43.3,car,OWN,1,0,10,6.8,paid off,11,major_purchase,OWN, > 1 Year
Fully Paid,7350,36 months,33000,22.51,8.84036,24782.0,77.9,debt_consolidation,RENT,1,1,13,5.6,paid off,2,debt_consolidation,RENT, > 1 Year
Charged Off,10000,36 months,39000,18.31,10.2818,11691.0,90.6,credit_card,RENT,1,1,7,5.8,default,11,credit_card,RENT, > 1 Year
Fully Paid,12000,36 months,42000,10.74,10.6666,18913.0,43.0,debt_consolidation,RENT,1,1,7,6.6,paid off,11,debt_consolidation,RENT, > 1 Year
Fully Paid,8000,60 months,31000,16.22,6.84348,2751.0,34.4,other,OWN,1,1,13,5.6,paid off,4,other,OWN, > 1 Year
Fully Paid,4500,36 months,50700,23.43,3.38201,9127.0,24.4,other,MORTGAGE,1,1,10,7.0,paid off,11,other,MORTGAGE, > 1 Year
Fully Paid,18000,36 months,75000,12.51,9.62368,14810.0,66.1,credit_card,OWN,1,1,9,5.8,paid off,2,credit_card,OWN, > 1 Year
Fully Paid,12000,36 months,40000,15.72,12.2151,10790.0,80.5,debt_consolidation,RENT,1,1,8,4.2,paid off,7,debt_consolidation,RENT, > 1 Year
Fully Paid,10000,36 months,50000,5.88,8.14344,8899.0,47.6,credit_card,MORTGAGE,0,1,5,4.2,paid off,11,credit_card,MORTGAGE, > 1 Year
Fully Paid,6000,36 months,80000,8.87,2.81625,19071.0,30.3,other,MORTGAGE,1,1,8,6.8,paid off,8,other,MORTGAGE, > 1 Year
Fully Paid,12000,36 months,40000,22.2,12.0762,16273.0,55.5,debt_consolidation,RENT,1,1,9,6.0,paid off,5,debt_consolidation,RENT, > 1 Year
Charged Off,12000,36 months,80000,9.13,5.7156,13088.0,83.5,other,RENT,1,1,8,7.0,default,8,other,RENT, > 1 Year
Fully Paid,7000,36 months,75000,15.57,3.70464,22196.0,94.1,debt_consolidation,RENT,1,1,7,5.6,paid off,3,debt_consolidation,RENT, > 1 Year
Fully Paid,35000,60 months,85000,12.0,9.74908,31071.0,53.0,debt_consolidation,MORTGAGE,1,1,16,2.2,paid off,9,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,1400,36 months,28800,10.0,1.82542,2016.0,9.9,other,RENT,1,1,5,6.8,paid off,2,other,RENT, > 1 Year
Charged Off,16000,60 months,35000,16.22,12.6199,19184.0,58.5,small_business,RENT,1,1,6,4.2,default,11,small_business,RENT, > 1 Year
Fully Paid,3200,36 months,61200,2.16,2.02196,2795.0,33.3,debt_consolidation,RENT,1,0,5,5.2,paid off,10,debt_consolidation,RENT, > 1 Year
Fully Paid,8000,36 months,40000,13.35,7.5099,2440.0,34.4,medical,RENT,1,1,4,6.8,paid off,2,medical,RENT, > 1 Year
Charged Off,11875,60 months,25920,23.75,12.4222,13932.0,94.1,debt_consolidation,RENT,1,1,8,6.0,default,1,debt_consolidation,RENT, > 1 Year
Fully Paid,5000,36 months,54000,3.82,3.38178,1779.0,4.0,home_improvement,MORTGAGE,1,1,6,6.2,paid off,10,home_improvement,MORTGAGE, > 1 Year
Fully Paid,1800,36 months,18000,23.8,3.68467,1792.0,39.8,small_business,RENT,1,1,5,6.4,paid off,11,small_business,RENT, > 1 Year
Fully Paid,35000,36 months,85000,17.73,15.6899,16720.0,61.5,debt_consolidation,RENT,1,1,7,7.0,paid off,6,debt_consolidation,RENT, > 1 Year
Fully Paid,18000,36 months,78000,7.0,8.79323,17769.0,66.3,credit_card,RENT,1,1,6,7.0,paid off,6,credit_card,RENT, > 1 Year
Charged Off,14000,36 months,45600,19.74,11.5282,15846.0,63.9,debt_consolidation,OWN,1,1,5,6.8,default,11,debt_consolidation,OWN, > 1 Year
Fully Paid,5000,36 months,70000,20.06,2.86423,13543.0,54.2,debt_consolidation,RENT,1,1,14,5.8,paid off,3,debt_consolidation,RENT, > 1 Year
Fully Paid,8000,36 months,70000,14.04,4.81886,24072.0,91.9,credit_card,RENT,1,1,10,5.0,paid off,5,credit_card,RENT, > 1 Year
Fully Paid,10000,36 months,80000,12.99,4.5654,27644.0,45.2,debt_consolidation,MORTGAGE,1,1,7,6.2,paid off,10,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,10000,36 months,50000,4.63,7.46664,6592.0,25.7,debt_consolidation,RENT,1,1,8,6.6,paid off,6,debt_consolidation,RENT, > 1 Year
Fully Paid,12000,36 months,35000,18.51,13.7482,8198.0,75.7,debt_consolidation,MORTGAGE,1,1,10,5.8,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,23200,36 months,65000,27.99,13.402,36381.0,47.0,debt_consolidation,MORTGAGE,1,1,10,6.8,paid off,4,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,4800,36 months,75000,9.3,2.67248,22195.0,73.7,debt_consolidation,MORTGAGE,1,1,13,4.8,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,7300,36 months,35000,16.42,8.27863,9628.0,44.6,debt_consolidation,RENT,1,1,10,5.6,paid off,7,debt_consolidation,RENT, > 1 Year
Fully Paid,10400,36 months,40000,11.67,10.0542,11624.0,80.6,debt_consolidation,RENT,1,1,7,5.2,paid off,7,debt_consolidation,RENT, > 1 Year
Fully Paid,6600,36 months,100000,15.53,2.55228,2171.0,27.8,house,MORTGAGE,1,1,10,5.2,paid off,2,home_improvement,MORTGAGE, > 1 Year
Fully Paid,12000,36 months,40000,9.45,11.4312,13756.0,37.4,debt_consolidation,OWN,1,1,12,7.0,paid off,8,debt_consolidation,OWN, > 1 Year
Fully Paid,13250,36 months,52000,23.7,10.9428,15002.0,91.5,debt_consolidation,RENT,1,1,8,3.6,paid off,11,debt_consolidation,RENT, > 1 Year
Fully Paid,12000,36 months,92500,15.97,5.14923,9558.0,56.2,debt_consolidation,RENT,1,1,11,5.6,paid off,4,debt_consolidation,RENT, > 1 Year
Fully Paid,25000,36 months,61000,10.35,15.8485,23712.0,49.4,debt_consolidation,RENT,1,1,5,5.2,paid off,10,debt_consolidation,RENT, > 1 Year
Fully Paid,6000,36 months,36000,14.43,6.51467,13626.0,48.5,other,RENT,1,1,5,5.4,paid off,11,other,RENT, > 1 Year
Fully Paid,12000,36 months,68000,7.08,6.58818,15433.0,55.6,credit_card,MORTGAGE,1,1,7,6.6,paid off,11,credit_card,MORTGAGE, > 1 Year
Fully Paid,14400,36 months,80000,16.35,7.1445,19983.0,48.4,credit_card,RENT,1,1,10,5.6,paid off,2,credit_card,RENT, > 1 Year
Fully Paid,10000,36 months,43000,11.58,9.3254,13034.0,65.5,credit_card,RENT,1,1,13,5.8,paid off,11,credit_card,RENT, > 1 Year
Fully Paid,8000,36 months,150000,2.48,2.11688,9722.0,56.2,credit_card,RENT,0,1,5,5.6,paid off,2,credit_card,RENT, > 1 Year
Charged Off,8000,36 months,50000,13.22,6.77784,5106.0,72.9,credit_card,RENT,1,1,9,3.2,default,6,credit_card,RENT, > 1 Year
Charged Off,30000,60 months,70000,0.94,11.5495,1159.0,3.2,small_business,RENT,1,1,7,5.8,default,4,small_business,RENT, > 1 Year
Charged Off,18000,60 months,40000,18.42,13.3539,11147.0,73.4,home_improvement,OWN,1,1,7,3.4,default,7,home_improvement,OWN, > 1 Year
Fully Paid,13250,36 months,35000,22.35,15.0261,10014.0,67.2,credit_card,OWN,1,1,16,5.6,paid off,3,credit_card,OWN, > 1 Year
Fully Paid,14000,36 months,80000,16.21,7.20495,11546.0,96.2,debt_consolidation,RENT,1,1,8,4.4,paid off,7,debt_consolidation,RENT, > 1 Year
Charged Off,20000,60 months,59000,20.91,10.8454,32137.0,83.1,debt_consolidation,OWN,1,1,16,3.0,default,11,debt_consolidation,OWN, > 1 Year
Fully Paid,10000,36 months,40000,24.39,10.5903,11665.0,96.4,credit_card,RENT,1,1,7,3.2,paid off,11,credit_card,RENT, > 1 Year
Fully Paid,4000,36 months,55000,7.05,2.65636,2189.0,43.8,debt_consolidation,RENT,1,1,7,6.2,paid off,2,debt_consolidation,RENT, > 1 Year
Fully Paid,13000,36 months,110000,8.38,4.57015,9599.0,81.3,debt_consolidation,RENT,1,1,8,5.2,paid off,7,debt_consolidation,RENT, > 1 Year
Fully Paid,28000,36 months,100000,12.35,11.2711,5739.0,67.5,credit_card,RENT,1,1,7,6.0,paid off,6,credit_card,RENT, > 1 Year
Fully Paid,10000,36 months,62000,11.52,6.56729,16462.0,79.1,debt_consolidation,RENT,1,1,9,4.2,paid off,4,debt_consolidation,RENT, > 1 Year
Fully Paid,20000,36 months,45000,9.25,16.6883,14386.0,74.9,debt_consolidation,RENT,1,1,8,6.8,paid off,1,debt_consolidation,RENT, > 1 Year
Fully Paid,18000,36 months,110000,10.0,6.32782,12371.0,62.5,debt_consolidation,RENT,1,1,8,5.2,paid off,6,debt_consolidation,RENT, > 1 Year
Charged Off,9000,60 months,60000,22.56,4.76,21321.0,91.1,credit_card,RENT,1,1,17,2.8,default,4,credit_card,RENT, > 1 Year
Fully Paid,10000,36 months,33000,8.69,12.0276,6621.0,88.3,other,RENT,1,1,6,5.6,paid off,4,other,RENT, > 1 Year
Fully Paid,4200,36 months,61000,8.92,2.51469,4228.0,12.9,credit_card,RENT,1,1,7,6.2,paid off,4,credit_card,RENT, > 1 Year
Charged Off,20000,60 months,78216,10.79,7.34336,25161.0,80.3,debt_consolidation,OWN,1,1,8,4.8,default,11,debt_consolidation,OWN, > 1 Year
Fully Paid,24000,36 months,50964,8.83,19.9484,16318.0,69.4,debt_consolidation,RENT,0,1,7,3.2,paid off,3,debt_consolidation,RENT, > 1 Year
Fully Paid,4475,36 months,43680,18.79,4.27802,4489.0,33.5,credit_card,RENT,1,1,17,4.8,paid off,4,credit_card,RENT, > 1 Year
Fully Paid,12000,36 months,50700,22.49,9.49089,18682.0,80.8,credit_card,RENT,1,1,12,5.8,paid off,6,credit_card,RENT, > 1 Year
Charged Off,5000,36 months,30000,23.84,6.6832,7980.0,89.7,debt_consolidation,RENT,1,1,8,5.8,default,3,debt_consolidation,RENT, > 1 Year
Fully Paid,3000,36 months,50000,5.5,2.19144,9616.0,29.4,other,RENT,1,1,7,6.2,paid off,6,other,RENT, > 1 Year
Charged Off,12000,36 months,55000,13.0,8.43709,11774.0,75.5,debt_consolidation,RENT,1,1,10,5.2,default,11,debt_consolidation,RENT, > 1 Year
Fully Paid,20000,36 months,50000,4.34,16.703,6855.0,52.7,other,MORTGAGE,1,1,6,4.8,paid off,11,other,MORTGAGE, > 1 Year
Fully Paid,10000,36 months,84000,13.87,4.84729,6046.0,68.7,debt_consolidation,RENT,1,1,8,4.2,paid off,4,debt_consolidation,RENT, > 1 Year
Fully Paid,15000,36 months,155000,17.85,3.88049,68319.0,74.9,debt_consolidation,OWN,1,1,14,5.8,paid off,7,debt_consolidation,OWN, > 1 Year
Fully Paid,12000,36 months,62000,8.71,7.26755,18125.0,57.7,debt_consolidation,MORTGAGE,1,1,10,6.8,paid off,1,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,6300,36 months,30000,7.2,8.3352,6274.0,84.3,credit_card,RENT,1,1,6,5.6,paid off,3,credit_card,RENT, > 1 Year
Fully Paid,35000,60 months,208000,7.94,3.33871,3761.0,23.5,debt_consolidation,MORTGAGE,1,1,11,3.6,paid off,9,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,8250,60 months,35004,15.6,6.87179,4479.0,7.7,home_improvement,MORTGAGE,0,1,13,5.0,paid off,3,home_improvement,MORTGAGE, > 1 Year
Charged Off,10000,36 months,32000,21.83,12.4035,7346.0,59.6,credit_card,RENT,1,1,11,5.6,default,6,credit_card,RENT, > 1 Year
Charged Off,24000,36 months,116400,3.94,7.85649,3885.0,8.1,car,MORTGAGE,1,1,14,7.0,default,11,major_purchase,MORTGAGE, > 1 Year
Fully Paid,14400,36 months,40000,20.16,14.4915,12248.0,79.5,debt_consolidation,MORTGAGE,1,1,8,6.0,paid off,10,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,6000,36 months,34000,21.39,7.30482,6546.0,88.5,credit_card,RENT,1,1,7,4.6,paid off,8,credit_card,RENT, > 1 Year
Fully Paid,22000,36 months,73000,22.47,12.7073,26721.0,85.1,debt_consolidation,MORTGAGE,1,1,16,5.0,paid off,6,debt_consolidation,MORTGAGE, > 1 Year
Charged Off,12000,36 months,57200,16.36,8.32699,22059.0,68.5,debt_consolidation,RENT,1,1,11,5.6,default,11,debt_consolidation,RENT, > 1 Year
Fully Paid,16000,36 months,114000,17.2,5.98547,23096.0,64.2,debt_consolidation,MORTGAGE,1,1,17,3.4,paid off,1,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,10000,36 months,90000,11.16,4.3432,30660.0,59.4,debt_consolidation,MORTGAGE,1,1,15,5.4,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Charged Off,10000,36 months,35000,12.03,11.5011,10472.0,84.6,debt_consolidation,RENT,1,1,10,6.0,default,3,debt_consolidation,RENT, > 1 Year
Fully Paid,3500,36 months,56000,10.35,2.54486,6943.0,54.2,debt_consolidation,RENT,1,1,14,4.2,paid off,8,debt_consolidation,RENT, > 1 Year
Fully Paid,9600,36 months,35000,16.49,10.6066,10980.0,79.0,debt_consolidation,RENT,1,1,8,5.2,paid off,6,debt_consolidation,RENT, > 1 Year
Fully Paid,9875,36 months,40000,24.03,9.27,24129.0,63.7,debt_consolidation,MORTGAGE,1,1,11,6.8,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,21500,60 months,59000,22.86,8.68861,18723.0,81.8,debt_consolidation,OWN,1,1,13,3.8,paid off,3,debt_consolidation,OWN, > 1 Year
Fully Paid,4800,36 months,48000,13.0,3.755,2936.0,26.0,debt_consolidation,RENT,1,1,7,6.8,paid off,7,debt_consolidation,RENT, > 1 Year
Fully Paid,7800,36 months,85000,0.78,3.35153,3878.0,6.2,major_purchase,OWN,1,1,7,6.2,paid off,11,major_purchase,OWN, > 1 Year
Fully Paid,20000,36 months,70000,6.21,11.7631,12377.0,89.0,credit_card,MORTGAGE,1,1,6,4.4,paid off,11,credit_card,MORTGAGE, > 1 Year
Charged Off,9750,36 months,35000,29.04,10.4002,13275.0,51.7,debt_consolidation,RENT,1,1,9,6.6,default,5,debt_consolidation,RENT, > 1 Year
Fully Paid,18000,60 months,91000,23.41,4.82202,46957.0,67.0,credit_card,MORTGAGE,1,1,13,5.0,paid off,7,credit_card,MORTGAGE, > 1 Year
Fully Paid,5000,36 months,30000,16.48,6.0872,5881.0,25.6,other,MORTGAGE,1,1,7,6.2,paid off,10,other,MORTGAGE, > 1 Year
Fully Paid,9000,36 months,45000,17.01,8.27867,10464.0,50.0,debt_consolidation,RENT,0,0,21,4.6,paid off,5,debt_consolidation,RENT, > 1 Year
Fully Paid,7200,36 months,55000,11.98,4.91542,5862.0,46.1,debt_consolidation,RENT,1,1,11,6.8,paid off,2,debt_consolidation,RENT, > 1 Year
Fully Paid,25000,36 months,82000,18.5,12.731,18223.0,70.6,debt_consolidation,OWN,1,1,7,4.8,paid off,9,debt_consolidation,OWN, > 1 Year
Fully Paid,10000,36 months,53000,13.09,7.95577,23870.0,77.2,debt_consolidation,RENT,1,1,9,5.0,paid off,11,debt_consolidation,RENT, > 1 Year
Charged Off,8875,36 months,35360,23.11,10.1036,13003.0,71.1,debt_consolidation,MORTGAGE,1,1,9,6.0,default,6,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,15550,36 months,54000,23.36,11.4298,22455.0,89.8,debt_consolidation,RENT,1,1,9,5.6,paid off,11,debt_consolidation,RENT, > 1 Year
Fully Paid,7500,36 months,65000,4.41,4.64474,5927.0,35.5,credit_card,RENT,1,1,15,6.0,paid off,6,credit_card,RENT, > 1 Year
Fully Paid,8875,36 months,28800,24.29,11.7421,8890.0,69.5,debt_consolidation,OWN,1,1,10,7.0,paid off,7,debt_consolidation,OWN, > 1 Year
Fully Paid,4500,36 months,42000,4.34,4.60143,3424.0,68.5,credit_card,RENT,1,1,3,3.6,paid off,2,credit_card,RENT, > 1 Year
Fully Paid,5800,36 months,36000,21.67,6.46033,6558.0,66.9,debt_consolidation,RENT,1,1,9,5.8,paid off,4,debt_consolidation,RENT, > 1 Year
Fully Paid,10000,36 months,40000,22.26,9.9228,11145.0,47.4,debt_consolidation,RENT,1,1,8,5.6,paid off,3,debt_consolidation,RENT, > 1 Year
Fully Paid,10000,36 months,50000,19.06,7.734,10898.0,88.6,credit_card,RENT,1,1,11,5.2,paid off,5,credit_card,RENT, > 1 Year
Fully Paid,14000,36 months,52000,12.97,10.6862,13008.0,57.9,credit_card,RENT,1,1,6,5.6,paid off,2,credit_card,RENT, > 1 Year
Charged Off,12000,36 months,32000,6.75,14.289,5329.0,59.2,debt_consolidation,RENT,1,1,9,7.0,default,4,debt_consolidation,RENT, > 1 Year
Fully Paid,24000,36 months,75000,10.58,12.0155,26098.0,45.0,debt_consolidation,OWN,1,1,9,6.8,paid off,7,debt_consolidation,OWN, > 1 Year
Fully Paid,14000,36 months,80000,3.3,7.20495,7085.0,59.0,credit_card,RENT,1,1,10,4.4,paid off,1,credit_card,RENT, > 1 Year
Fully Paid,12000,36 months,40246,17.08,11.3613,14573.0,72.2,credit_card,MORTGAGE,1,1,7,7.0,paid off,8,credit_card,MORTGAGE, > 1 Year
Charged Off,15000,60 months,30000,24.76,13.5572,16876.0,65.7,debt_consolidation,OWN,1,1,7,6.0,default,4,debt_consolidation,OWN, > 1 Year
